time_ms,2nd order (accel-bounded)_case1,3rd order (jerk-bounded)_case1,4th order (snap-bounded)_case1,4th order, tight snap (20000)_case1,2nd order (accel-bounded)_case3b,3rd order (jerk-bounded)_case3b,4th order (snap-bounded)_case3b,4th order, tight snap (20000)_case3b
11.100,864833.004,358445.584,52232.019,-12895.935,16588.934,10197.720,7382.611,3097.751
11.200,869799.334,366339.220,55402.344,-11681.436,13420.705,9761.960,6884.767,2562.174
11.300,874615.592,374241.892,58593.180,-10482.357,10059.895,9274.371,6359.936,1999.388
11.400,879283.818,382152.943,61805.074,-9298.316,6537.880,8738.939,5813.212,1414.646
11.500,883806.099,390071.738,65038.575,-8128.923,2887.137,8160.024,5249.829,813.344
11.600,888184.575,397997.662,68294.235,-6973.782,-859.031,7542.316,4675.108,200.974
11.700,892421.427,405930.125,71572.604,-5832.491,-4666.778,6890.804,4094.423,-416.923
11.800,896518.880,413868.555,74874.236,-4704.642,-8502.000,6210.724,3513.148,-1034.804
11.900,900479.198,421812.402,78199.683,-3589.824,-12330.637,5507.522,2936.619,-1647.169
12.000,904304.679,429761.137,81549.497,-2487.621,-16118.988,4786.801,2370.082,-2248.614
12.100,907997.658,437714.253,84924.232,-1397.611,-19834.022,4054.279,1818.659,-2833.878
12.200,911560.495,445671.260,88324.437,-319.370,-23443.688,3315.736,1287.297,-3397.893
12.300,914995.583,453631.690,91750.662,747.527,-26917.185,2576.971,780.735,-3935.826
12.400,918305.336,461595.096,95203.456,1803.513,-30225.224,1843.747,303.461,-4443.122
12.500,921492.193,469561.049,98683.366,2849.018,-33340.268,1121.745,-140.323,-4915.539
12.600,924558.612,477528.606,102190.936,3884.477,-36236.744,415.977,-546.739,-5349.184
12.700,927507.066,485494.710,105726.706,4910.326,-38891.243,-270.860,-912.264,-5740.541
12.800,930340.046,493455.791,109291.217,5927.002,-41282.691,-936.809,-1233.758,-6086.496
12.900,933060.055,501408.296,112885.004,6934.942,-43392.500,-1580.114,-1508.488,-6384.358
13.000,935669.604,509348.700,116508.600,7934.584,-45204.692,-2199.220,-1734.150,-6631.881
13.100,938171.213,517273.501,120162.533,8926.368,-46706.003,-2792.764,-1908.883,-6827.271
13.200,940567.409,525179.230,123847.329,9910.729,-47885.953,-3359.579,-2031.279,-6969.198
13.300,942860.720,533062.457,127563.508,10888.107,-48736.894,-3898.690,-2100.395,-7056.802
13.400,945053.678,540919.789,131311.588,11858.938,-49254.042,-4409.322,-2115.755,-7089.692
13.500,947148.811,548747.884,135092.080,12823.656,-49435.469,-4890.888,-2077.351,-7067.941
13.600,949148.648,556543.451,138905.492,13782.696,-49282.077,-5342.998,-1985.635,-6992.083
13.700,951055.711,564303.256,142752.325,14736.491,-48797.553,-5765.452,-1841.515,-6863.099
13.800,952872.517,572024.130,146633.077,15685.469,-47988.292,-6158.238,-1646.337,-6682.399
13.900,954601.574,579702.971,150548.240,16630.059,-46863.307,-6521.527,-1401.872,-6451.811
14.000,956245.380,587336.747,154498.301,17570.686,-45434.106,-6855.666,-1110.292,-6173.553
14.100,957806.423,594922.506,158483.739,18507.772,-43714.566,-7161.171,-774.152,-5850.212
14.200,959287.174,602457.376,162505.029,19441.736,-41720.781,-7438.714,-396.362,-5484.716
14.300,960690.094,609938.568,166562.631,20372.995,-39470.921,-7689.116,19.832,-5080.313
14.400,962017.625,617363.383,170656.963,21301.961,-36985.084,-7913.336,470.851,-4640.545
14.500,963272.190,624729.212,174788.399,22229.043,-34285.146,-8112.453,952.810,-4169.219
14.600,964456.197,632033.538,178957.266,23154.645,-31394.579,-8287.659,1461.555,-3670.376
14.700,965572.029,639273.943,183163.844,24079.167,-28338.265,-8440.241,1992.697,-3148.258
14.800,966622.050,646448.103,187408.368,25003.008,-25142.281,-8571.569,2541.655,-2607.268
14.900,967608.600,653553.796,191691.025,25926.558,-21833.674,-8683.082,3103.694,-2051.938
15.000,968533.996,660588.899,196011.957,26850.204,-18440.241,-8776.269,3673.968,-1486.888
15.100,969400.528,667551.391,200371.259,27774.329,-14990.288,-8852.660,4247.570,-916.787
15.200,970210.460,674439.351,204768.982,28699.311,-11512.397,-8913.806,4819.571,-346.315
15.300,970966.029,681250.963,209205.131,29625.521,-8035.183,-8961.270,5385.068,219.878
15.400,971669.445,687984.512,213679.667,30553.327,-4587.061,-8996.608,5939.224,777.208
15.500,972322.886,694638.385,218192.504,31483.091,-1196.006,-9021.365,6477.312,1321.197
15.600,972928.502,701211.070,222743.516,32415.168,2110.677,-9037.060,6994.751,1847.510
15.700,973488.410,707701.158,227332.533,33349.910,5306.574,-9045.178,7487.148,2352.001
15.800,974004.699,714107.338,231959.341,34287.661,8366.383,-9047.162,7950.330,2830.749
15.900,974479.420,720428.400,236623.688,35228.760,11266.133,-9044.398,8380.379,3280.089
16.000,974914.597,726663.229,241325.278,36173.542,13983.411,-9038.206,8773.662,3696.646
16.100,975312.215,732810.811,246063.778,37122.332,16497.566,-9029.836,9126.857,4077.364
16.200,975674.229,738870.223,250838.816,38075.453,18789.879,-9020.454,9436.981,4419.520
16.300,976002.555,744840.637,255649.981,39033.219,20843.721,-9011.137,9701.407,4720.753
16.400,976299.077,750721.318,260496.828,39995.939,22644.670,-9002.873,9917.885,4979.076
16.500,976565.642,756511.620,265378.874,40963.917,24180.614,-8996.550,10084.555,5192.885
16.600,976804.060,762210.983,270295.603,41937.449,25441.830,-8992.955,10199.956,5360.975
16.700,977016.105,767818.937,275246.466,42916.825,26421.038,-8992.770,10263.039,5482.539
16.800,977203.516,773335.093,280230.882,43902.328,27113.434,-8996.572,10273.164,5557.170
16.900,977367.991,778759.144,285248.238,44894.237,27516.696,-9004.824,10230.104,5584.863
17.000,977511.194,784090.866,290297.892,45892.823,27630.974,-9017.883,10134.042,5566.003
17.100,977634.750,789330.109,295379.173,46898.349,27458.856,-9035.994,9985.561,5501.363
17.200,977740.245,794476.800,300491.385,47911.076,27005.306,-9059.295,9785.638,5392.085
17.300,977829.230,799530.940,305633.803,48931.253,26277.596,-9087.814,9535.628,5239.670
17.400,977903.215,804492.598,310805.678,49959.128,25285.206,-9121.477,9237.254,5045.956
17.500,977963.672,809361.916,316006.238,50994.938,24039.713,-9160.109,8892.595,4813.101
17.600,978012.038,814139.100,321234.688,52038.917,22554.662,-9203.437,8504.073,4543.558
17.700,978049.709,818824.420,326490.213,53091.291,20845.423,-9251.097,8074.435,4240.048
17.800,978078.044,823418.208,331771.975,54152.279,18929.043,-9302.637,7606.735,3905.542
17.900,978098.362,827920.859,337079.119,55222.096,16824.101,-9357.527,7104.302,3543.232
18.000,978111.946,832332.821,342410.772,56300.949,14550.553,-9415.159,6570.718,3156.512
18.100,978120.042,836654.601,347766.044,57389.037,12129.576,-9474.864,6009.786,2748.945
18.200,978123.855,840886.756,353144.030,58486.557,9583.390,-9535.913,5425.497,2324.237
18.300,978124.555,845029.898,358543.810,59593.697,6935.071,-9597.530,4822.001,1886.205
18.400,978123.274,849084.684,363964.450,60710.638,4208.359,-9658.898,4203.567,1438.747
18.500,978121.107,853051.821,369405.005,61837.558,1427.455,-9719.171,3574.554,985.804
