scan_idx,x,y,msd_nm,fail
155,0.016,0.032,2217.6,1
156,0.032,0.032,2219.1,1
157,0.048,0.032,2217.6,1
158,0.064,0.032,2219.1,1
159,0.080,0.032,2217.6,1
160,0.096,0.032,2219.1,1
161,0.112,0.032,2217.6,1
162,0.128,0.032,2219.1,1
163,0.128,0.048,3415.9,1
164,0.112,0.048,2217.1,1
165,0.096,0.048,2217.6,1
166,0.080,0.048,2219.1,1
167,0.064,0.048,2217.6,1
168,0.048,0.048,2219.1,1
169,0.032,0.048,2217.6,1
170,0.016,0.048,2219.1,1
171,0.000,0.048,2217.6,1
172,-0.016,0.048,2219.1,1
173,-0.032,0.048,2217.6,1
174,-0.048,0.048,2219.1,1
175,-0.064,0.048,2217.6,1
176,-0.080,0.048,2219.1,1
177,-0.096,0.048,2217.6,1
178,-0.112,0.048,2219.1,1
179,-0.128,0.048,2217.6,1
180,-0.112,0.064,985.2,0
181,-0.096,0.064,2219.9,1
182,-0.080,0.064,2217.6,1
183,-0.064,0.064,2219.1,1
184,-0.048,0.064,2217.6,1
185,-0.032,0.064,2219.1,1
186,-0.016,0.064,2217.6,1
187,0.000,0.064,2219.1,1
188,0.016,0.064,2217.6,1
189,0.032,0.064,2219.1,1
190,0.048,0.064,2217.6,1
191,0.064,0.064,2219.1,1
192,0.080,0.064,2217.6,1
193,0.096,0.064,2219.1,1
194,0.112,0.064,2217.6,1
195,0.112,0.080,3415.9,1
196,0.096,0.080,2217.1,1
197,0.080,0.080,2217.6,1
198,0.064,0.080,2219.1,1
199,0.048,0.080,2217.6,1
200,0.032,0.080,2219.1,1
201,0.016,0.080,2217.6,1
202,0.000,0.080,2219.1,1
203,-0.016,0.080,2217.6,1
204,-0.032,0.080,2219.1,1
205,-0.048,0.080,2217.6,1
206,-0.064,0.080,2219.1,1
207,-0.080,0.080,2217.6,1
208,-0.096,0.080,2219.1,1
209,-0.112,0.080,2217.6,1
210,-0.096,0.096,985.2,0
211,-0.080,0.096,2219.9,1
212,-0.064,0.096,2217.6,1
213,-0.048,0.096,2219.1,1
214,-0.032,0.096,2217.6,1
215,-0.016,0.096,2219.1,1
216,0.000,0.096,2217.6,1
217,0.016,0.096,2219.1,1
218,0.032,0.096,2217.6,1
219,0.048,0.096,2219.1,1
220,0.064,0.096,2217.6,1
221,0.080,0.096,2219.1,1
222,0.096,0.096,2217.6,1
223,0.080,0.112,3417.6,1
224,0.064,0.112,2217.1,1
225,0.048,0.112,2217.6,1
226,0.032,0.112,2219.1,1
227,0.016,0.112,2217.6,1
228,0.000,0.112,2219.1,1
229,-0.016,0.112,2217.6,1
230,-0.032,0.112,2219.1,1
231,-0.048,0.112,2217.6,1
232,-0.064,0.112,2219.1,1
233,-0.080,0.112,2217.6,1
234,-0.048,0.128,985.2,0
235,-0.032,0.128,2219.9,1
236,-0.016,0.128,2217.6,1
237,0.000,0.128,2219.1,1
238,0.016,0.128,2217.6,1
239,0.032,0.128,2219.1,1
240,0.048,0.128,2217.6,1
