scan_idx,x,y,msd_nm,fail
0,-0.048,-0.128,401.4,0
1,-0.032,-0.128,1160.4,0
2,-0.016,-0.128,1159.9,0
3,0.000,-0.128,1160.0,0
4,0.016,-0.128,1159.9,0
5,0.032,-0.128,1160.0,0
6,0.048,-0.128,1090.2,0
7,0.080,-0.112,1726.7,1
8,0.064,-0.112,1090.3,0
9,0.048,-0.112,1090.5,0
10,0.032,-0.112,1090.5,0
11,0.016,-0.112,1090.5,0
12,0.000,-0.112,1090.5,0
13,-0.016,-0.112,1160.1,0
14,-0.032,-0.112,1159.9,0
15,-0.048,-0.112,1160.0,0
16,-0.064,-0.112,1159.9,0
17,-0.080,-0.112,1160.0,0
18,-0.096,-0.096,492.0,0
19,-0.080,-0.096,1160.4,0
20,-0.064,-0.096,1159.9,0
21,-0.048,-0.096,1160.0,0
22,-0.032,-0.096,1159.9,0
23,-0.016,-0.096,1160.0,0
24,0.000,-0.096,1159.9,0
25,0.016,-0.096,1160.0,0
26,0.032,-0.096,1159.9,0
27,0.048,-0.096,1160.0,0
28,0.064,-0.096,1159.9,0
29,0.080,-0.096,1160.0,0
30,0.096,-0.096,1159.9,0
31,0.112,-0.080,1819.7,1
32,0.096,-0.080,1159.9,0
33,0.080,-0.080,1160.0,0
34,0.064,-0.080,1159.9,0
35,0.048,-0.080,1160.0,0
36,0.032,-0.080,1159.9,0
37,0.016,-0.080,1160.0,0
38,0.000,-0.080,1159.9,0
39,-0.016,-0.080,1160.0,0
40,-0.032,-0.080,1159.9,0
41,-0.048,-0.080,1160.0,0
42,-0.064,-0.080,1159.9,0
43,-0.080,-0.080,1160.0,0
44,-0.096,-0.080,1159.9,0
45,-0.112,-0.080,1160.0,0
46,-0.112,-0.064,492.0,0
47,-0.096,-0.064,1160.4,0
48,-0.080,-0.064,1159.8,0
49,-0.064,-0.064,1160.0,0
50,-0.048,-0.064,1159.9,0
51,-0.032,-0.064,1160.0,0
52,-0.016,-0.064,1159.9,0
53,0.000,-0.064,1160.0,0
54,0.016,-0.064,1159.9,0
55,0.032,-0.064,1160.0,0
56,0.048,-0.064,1159.9,0
57,0.064,-0.064,1160.0,0
58,0.080,-0.064,1159.9,0
59,0.096,-0.064,1160.0,0
60,0.112,-0.064,1159.9,0
61,0.128,-0.048,1819.7,1
62,0.112,-0.048,1160.1,0
63,0.096,-0.048,1159.9,0
64,0.080,-0.048,1159.8,0
65,0.064,-0.048,1160.0,0
66,0.048,-0.048,1159.9,0
67,0.032,-0.048,1160.0,0
68,0.016,-0.048,1159.9,0
69,0.000,-0.048,1160.0,0
